Model ID | Has SFconvert PRs | Has Merged PRs | Has Open PRs | Discussions Disabled | Not Found
ToddGoldfarb/Cadet-Tiny | True | False | True | False | False
myshell-ai/MeloTTS-Japanese | False | False | False | False | False
Salesforce/blip-image-captioning-base | True | False | True | False | False
mdhugol/indonesia-bert-sentiment-classification | True | False | True | False | False
trl-internal-testing/dummy-GPT2-correct-vocab | True | False | True | False | False
trl-internal-testing/tiny-random-BlenderbotForConditionalGeneration | False | False | False | False | True
naver/splade_v2_distil | True | False | True | False | False
Systran/faster-whisper-large-v3 | False | False | False | False | False
hyunwoongko/kobart | True | False | True | False | False
facebook/mbart-large-50-many-to-one-mmt | True | False | True | False | False
facebook/m2m100_1.2B | True | False | True | False | False
DeepPavlov/rubert-base-cased | True | False | True | False | False
facebook/dpr-question_encoder-multiset-base | True | False | True | False | False
elyza/ELYZA-japanese-Llama-2-13b-instruct | True | False | True | False | False
Helsinki-NLP/opus-mt-bg-en | True | False | True | False | False
cross-encoder/ms-marco-MiniLM-L-4-v2 | True | True | False | False | False
izumi-lab/deberta-v2-small-japanese | True | False | True | False | False
pucpr/biobertpt-all | True | False | True | False | False
m3hrdadfi/typo-detector-distilbert-en | True | False | True | False | False
facebook/mms-300m | True | False | True | False | False
cardiffnlp/twitter-roberta-base-emotion | True | False | True | False | False
Helsinki-NLP/opus-mt-en-sv | True | False | True | False | False
microsoft/wavlm-base-plus-sd | True | False | True | False | False
microsoft/cvt-21-384-22k | True | False | True | False | False
hirotasoshu/tiny-random-prophetnet | True | False | True | False | False
dhpollack/distilbert-dummy-sentiment | True | False | True | False | False
Felix92/doctr-torch-parseq-multilingual-v1 | False | False | False | False | False
stablediffusionapi/NightVision_XL | False | False | False | False | False
lmsys/vicuna-33b-v1.3 | True | False | True | False | False
knowledgator/IUPAC2SMILES-canonical-base | True | False | True | False | False
internlm/internlm2-20b | True | False | True | False | False
neulab/codebert-javascript | True | False | True | False | False
westlake-repl/SaProt_650M_AF2 | True | False | True | False | False
uer/chinese_roberta_L-4_H-512 | True | False | True | False | False
michiyasunaga/BioLinkBERT-large | True | False | True | False | False
nghuyong/ernie-3.0-base-zh | True | False | True | False | False
lmsys/vicuna-7b-v1.5 | True | False | True | False | False
laion/clap-htsat-fused | True | False | True | False | False
allegro/herbert-klej-cased-v1 | True | False | True | False | False
codesage/codesage-base | True | False | True | False | False
google/electra-base-discriminator | True | False | True | False | False
nvidia/mit-b1 | True | False | True | False | False
openlm-research/open_llama_7b_v2 | True | False | True | False | False
cognitivecomputations/dolphin-2.7-mixtral-8x7b | True | False | True | False | False
JorisCos/DCCRNet_Libri1Mix_enhsingle_16k | False | False | False | False | False
sonoisa/sentence-luke-japanese-base-lite | True | True | False | False | False
nitrosocke/mo-di-diffusion | False | False | False | False | False
trl-internal-testing/tiny-random-PegasusForConditionalGeneration | False | False | False | False | True
m-a-p/MERT-v1-330M | True | False | True | False | False
google/t5-efficient-small | True | False | True | False | False
aaditya/Llama3-OpenBioLLM-8B | False | False | False | True | False
uw-madison/yoso-4096 | True | False | True | False | False
aaditya/Llama3-OpenBioLLM-70B | False | False | False | True | False
trl-internal-testing/tiny-random-GPTJForCausalLM | False | False | False | False | True
embaas/sentence-transformers-multilingual-e5-large | True | False | True | False | False
echarlaix/distilbert-base-uncased-finetuned-sst-2-english-openvino | False | False | False | False | False
hkunlp/instructor-base | True | False | True | False | False
vilm/vinallama-2.7b-chat | True | False | True | False | False
linhphanff/semantic-base-vi | True | False | True | False | False
nvidia/mit-b2 | True | False | True | False | False
sshleifer/tiny-distilroberta-base | True | False | True | False | False
shi-labs/oneformer_ade20k_swin_large | True | False | True | False | False
lewtun/tiny-random-mt5 | True | False | True | False | False
cardiffnlp/twitter-xlm-roberta-base-sentiment | True | False | True | False | False
facebook/wav2vec2-large-960h-lv60-self | True | False | True | False | False
cardiffnlp/twitter-roberta-base-emoji | True | False | True | False | False
microsoft/speecht5_tts | True | False | True | False | False
HooshvareLab/bert-base-parsbert-uncased | True | False | True | False | False
facebook/dragon-plus-context-encoder | True | False | True | False | False
microsoft/deberta-v3-small | True | False | True | False | False
microsoft/codebert-base | True | False | True | False | False
internlm/internlm-xcomposer2-vl-7b | True | False | True | False | False
hfl/chinese-bert-wwm-ext | False | False | False | True | False
state-spaces/mamba-130m | True | False | True | False | False
timm/coat_lite_small.in1k | False | False | False | False | False
cleanrl/EleutherAI_pythia-1b-deduped__reward__tldr | True | False | True | False | False
peft-internal-testing/tiny_OPTForSequenceClassification-lora | False | False | False | False | False
superb/wav2vec2-base-superb-ks | True | False | True | False | False
tk93/V-Express | False | False | False | False | False
bongsoo/albert-small-kor-sbert-v1 | False | False | False | False | False
microsoft/Orca-2-13b | True | False | True | False | False
huggingface/CodeBERTa-small-v1 | True | False | True | False | False
mdarhri00/named-entity-recognition | True | False | True | False | False
Rostlab/ProstT5 | True | False | True | False | False
Salesforce/xgen-7b-8k-base | True | False | True | False | False
ishorn5/RTLCoder-Deepseek-v1.1 | True | False | True | False | False
princeton-nlp/unsup-simcse-bert-base-uncased | True | False | True | False | False
CAMeL-Lab/bert-base-arabic-camelbert-da | True | False | True | False | False
solve/vit-zigzag-attribute-768dim-patch16-224 | True | False | True | False | False
navteca/quora-roberta-base | True | False | True | False | False
trl-internal-testing/tiny-random-MvpForConditionalGeneration | False | False | False | False | True
FL33TW00D-HF/whisper-medium | False | False | False | False | False
uukuguy/speechless-code-mistral-7b-v1.0 | True | False | True | False | False
satvikag/chatbot | True | False | True | False | False
Helsinki-NLP/opus-mt-nl-fr | True | False | True | False | False
umm-maybe/AI-image-detector | True | False | True | False | False
fxmarty/tiny-testing-gpt2-remote-code | True | False | True | False | False
Helsinki-NLP/opus-mt-tr-en | True | False | True | False | False
laion/clap-htsat-unfused | True | False | True | False | False
uw-madison/mra-base-512-4 | True | False | True | False | False
kyujinpy/Ko-PlatYi-6B | True | False | True | False | False
facebook/dragon-plus-query-encoder | True | False | True | False | False
CompVis/stable-diffusion-safety-checker | True | False | True | False | False
skt/kobert-base-v1 | True | False | True | False | False
pritamdeka/BioBERT-mnli-snli-scinli-scitail-mednli-stsb | True | False | True | False | False
ahmed-masry/unichart-base-960 | True | False | True | False | False
google/tapas-base-finetuned-sqa | True | False | True | False | False
katuni4ka/tiny-random-jais | True | False | True | False | False
Mitsua/mitsua-diffusion-cc0 | False | False | False | False | False
LanguageBind/LanguageBind_Video_merge | True | False | True | False | False
facebook/deit-small-patch16-224 | True | False | True | False | False
persiannlp/mt5-large-parsinlu-translation_en_fa | True | False | True | False | False
facebook/wav2vec2-large-xlsr-53 | True | False | True | False | False
hakurei/lit-6B | True | False | True | False | False
lmsys/vicuna-13b-v1.1 | True | False | True | False | False
fxmarty/speecht5-hifigan-tiny | True | False | True | False | False
google/bert_uncased_L-4_H-256_A-4 | True | False | True | False | False
llm-book/bert-base-japanese-v3-marc_ja | True | False | True | False | False
Helsinki-NLP/opus-mt-uk-en | True | False | True | False | False
laion/larger_clap_music_and_speech | True | False | True | False | False
pdelobelle/robbert-v2-dutch-ner | True | False | True | False | False
microsoft/DialoGPT-medium | True | False | True | False | False
csebuetnlp/mT5_multilingual_XLSum | True | False | True | False | False
OpenAssistant/falcon-7b-sft-mix-2000 | True | False | True | False | False
google-t5/t5-11b | True | False | True | False | False
obi/deid_roberta_i2b2 | True | False | True | False | False
cross-encoder/msmarco-MiniLM-L12-en-de-v1 | True | True | False | False | False
ckiplab/bert-base-chinese-ner | True | False | True | False | False
state-spaces/mamba2-130m | True | False | True | False | False
bhadresh-savani/distilbert-base-uncased-emotion | True | True | False | False | False
facebook/mbart-large-50-one-to-many-mmt | True | False | True | False | False
myshell-ai/MeloTTS-Korean | False | False | False | False | False
nickypro/tinyllama-110M | True | False | True | False | False
google/mt5-small | True | False | True | False | False
TheBloke/Llama-2-13B-fp16 | True | False | True | False | False
cross-encoder/nli-MiniLM2-L6-H768 | True | True | False | False | False
peft-internal-testing/tiny_GPT2ForTokenClassification-lora | False | False | False | False | False
patrickquick/BERTicelli | True | False | True | False | False
facebook/blenderbot-400M-distill | True | False | True | False | False
microsoft/layoutlm-large-uncased | True | False | True | False | False
hustvl/vitmatte-base-composition-1k | True | False | True | False | False
nvidia/mit-b3 | True | False | True | False | False
Helsinki-NLP/opus-mt-hi-en | True | False | True | False | False
dangvantuan/sentence-camembert-base | True | True | True | False | False
google/t5-v1_1-small | True | False | True | False | False
Kaludi/food-category-classification-v2.0 | True | False | True | False | False
BubbleSheep/Hgn_trans_en2zh | False | False | False | True | False
flair/ner-german | False | False | False | False | False
GAIR/Abel-7B-001 | True | False | True | False | False
stablediffusionapi/rsmpornxl | False | False | False | False | False
stas/mt5-tiny-random | True | False | True | False | False
studio-ousia/luke-base | True | False | True | False | False
facebook/opt-6.7b | True | False | True | False | False
microsoft/MiniLM-L12-H384-uncased | True | False | True | False | False
ammaraldirawi/faster-whisper-small-ar-int8 | False | False | False | False | False
cross-encoder/ms-marco-TinyBERT-L-2 | True | True | False | False | False
cerebras/Cerebras-GPT-111M | True | False | True | False | False
tiiuae/falcon-40b-instruct | False | False | False | False | False
Helsinki-NLP/opus-mt-fi-en | True | False | True | False | False
NousResearch/Yarn-Mistral-7b-128k | True | False | True | False | False
stablediffusionapi/newdream-sdxl-20 | True | True | False | False | False
facebook/dino-vitb16 | True | False | True | False | False
nlpaueb/bert-base-uncased-contracts | True | False | True | False | False
nreimers/BERT-Tiny_L-2_H-128_A-2 | True | False | True | False | False
Luyu/co-condenser-marco | True | False | True | False | False
fxmarty/tiny-marian | True | False | True | False | False
naver/efficient-splade-V-large-query | True | False | True | False | False
flax-sentence-embeddings/st-codesearch-distilroberta-base | True | False | True | False | False
flaviagiammarino/medsam-vit-base | True | False | True | False | False
ai-forever/ruRoberta-large | True | False | True | False | False
facebook/opt-350m | True | False | True | False | False
Helsinki-NLP/opus-mt-sk-es | True | False | True | False | False
sshleifer/distilbart-cnn-12-6 | True | False | True | False | False
biu-nlp/lingmess-coref | True | False | True | False | False
cross-encoder/ms-marco-electra-base | True | True | False | False | False
bvanaken/clinical-assertion-negation-bert | True | True | False | False | False
eugenesiow/edsr | False | False | False | False | False
katuni4ka/opt-125m-gptq | True | False | True | False | False
microsoft/speecht5_hifigan | True | False | True | False | False
infgrad/stella-base-zh-v3-1792d | True | False | True | False | False
superb/wav2vec2-base-superb-er | True | False | True | False | False
nvidia/segformer-b3-finetuned-ade-512-512 | True | False | True | False | False
cross-encoder/nli-roberta-base | True | True | False | False | False
seyonec/ChemBERTa-zinc-base-v1 | True | False | True | False | False
roneneldan/TinyStories-1M | True | False | True | False | False
llm-jp/llm-jp-1.3b-v1.0 | True | False | True | False | False
microsoft/git-base-textcaps | True | False | True | False | False
Helsinki-NLP/opus-mt-gmq-en | True | False | True | False | False
facebook/nllb-200-3.3B | True | False | True | False | False
databricks/dolly-v2-3b | True | False | True | False | False
princeton-nlp/sup-simcse-roberta-large | True | False | True | False | False
Helsinki-NLP/opus-mt-ine-en | True | False | True | False | False
Helsinki-NLP/opus-mt-es-de | True | False | True | False | False
vikp/layout_segmenter | True | False | True | False | False
dbmdz/bert-base-turkish-uncased | True | False | True | False | False
GanymedeNil/text2vec-base-chinese | True | False | True | False | False
THUDM/chatglm3-6b-base | True | False | True | False | False
lmsys/fastchat-t5-3b-v1.0 | True | False | True | False | False
anuragshas/wav2vec2-large-xlsr-53-telugu | True | False | True | False | False
hkunlp/instructor-large | False | False | False | False | False
HPAI-BSC/Llama3-Aloe-8B-Alpha | True | True | False | False | False
openlm-research/open_llama_3b | True | False | True | False | False
facebook/wav2vec2-large-xlsr-53-polish | True | False | True | False | False
pyannote/segmentation-3.0 | False | False | False | False | False
MarcoMancini/low-law-emb | False | False | False | False | False
microsoft/deberta-v3-base | True | False | True | False | False
facebook/wmt19-en-ru | True | False | True | False | False
THUDM/chatglm-6b | True | False | True | False | False
laion/CLIP-ViT-H-14-frozen-xlm-roberta-large-laion5B-s13B-b90k | False | False | False | False | False
gbkwon/issueBERT-large | True | False | True | False | False
microsoft/Florence-2-large-ft | False | False | False | False | False
FremyCompany/BioLORD-2023-M | True | True | False | False | False
microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract | True | False | True | False | False
trl-internal-testing/tiny-random-PLBartForConditionalGeneration | False | False | False | False | True
Systran/faster-whisper-base.en | False | False | False | False | False
cross-encoder/nli-deberta-v3-base | True | True | False | False | False
cross-encoder/ms-marco-MiniLM-L-12-v2 | True | True | False | False | False
baichuan-inc/Baichuan2-13B-Chat | True | False | True | False | False
NeuML/pubmedbert-base-embeddings | True | False | True | False | False
kakaobrain/align-base | True | False | True | False | False
trl-internal-testing/tiny-random-GPTNeoForCausalLM | False | False | False | False | True
cardiffnlp/twitter-roberta-base-emotion-multilabel-latest | True | False | True | False | False
tohoku-nlp/bert-large-japanese-v2 | True | False | True | False | False
microsoft/trocr-small-handwritten | True | False | True | False | False
LoneStriker/Mixtral-8x7B-Instruct-v0.1-HF | False | False | False | False | False
vinai/phobert-base-v2 | True | False | True | False | False
mpi-inno-comp/paecter | True | True | False | False | False
deepseek-ai/deepseek-llm-67b-chat | True | False | True | False | False
VietAI/vit5-base | True | False | True | False | False
cleanrl/EleutherAI_pythia-1b-deduped__sft__tldr | True | False | True | False | False
KoichiYasuoka/roberta-large-english-upos | True | False | False | False | False
RWKV/v5-Eagle-7B-HF | True | False | True | False | False
facebook/opt-1.3b | True | False | True | False | False
naver-clova-ix/donut-base | True | False | True | False | False
LanguageBind/LanguageBind_Image | True | False | True | False | False
Helsinki-NLP/opus-mt-en-ar | True | False | True | False | False
DeepMount00/GLiNER_ITA_BASE | True | True | False | False | False
nferruz/ProtGPT2 | True | False | True | False | False
kazzand/ru-longformer-tiny-16384 | True | False | True | False | False
internlm/internlm-xcomposer2d5-7b | True | False | True | False | False
cardiffnlp/twitter-roberta-base-offensive | True | False | True | False | False
BAAI/AquilaChat2-34B | False | False | False | False | False
emanjavacas/MacBERTh | True | False | True | False | False
nreimers/mmarco-mMiniLMv2-L12-H384-v1 | True | False | True | False | False
hkunlp/instructor-xl | False | False | False | False | False
nickmuchi/finbert-tone-finetuned-finance-topic-classification | True | False | True | False | False
Systran/faster-whisper-tiny.en | False | False | False | False | False
Salesforce/codet5-small | True | False | True | False | False
bigcode/starcoder | True | True | False | False | False
sshleifer/tinier_bart | True | False | True | False | False
pysentimiento/bert-pt-emotion | True | False | True | False | False
Laihaoran/BioClinicalMPBERT | True | False | True | False | False
Helsinki-NLP/opus-mt-mul-en | True | False | True | False | False
jbetker/wav2vec2-large-robust-ft-libritts-voxpopuli | True | False | True | False | False
cyberagent/open-calm-7b | True | False | True | False | False
facebook/opt-iml-max-1.3b | True | False | True | False | False
finiteautomata/bertweet-base-sentiment-analysis | True | False | True | False | False
tau/splinter-base | True | False | True | False | False
facebook/esm2_t36_3B_UR50D | True | False | True | False | False
ElnaggarLab/ankh-base | True | False | True | False | False
abhishekchohan/Yi-9B-Forest-DPO-v1.0 | False | False | False | False | False
Systran/faster-distil-whisper-large-v2 | False | False | False | False | False
cross-encoder/quora-distilroberta-base | True | True | False | False | False
Systran/faster-whisper-small | False | False | False | False | False
deepset/sentence_bert | True | False | True | False | False
Intel/bert-base-uncased-mrpc | True | False | True | False | False
datajuicer/LLaMA-1B-dj-refine-150B | True | False | True | False | False
tohoku-nlp/bert-base-japanese-v3 | True | False | True | False | False
stablediffusionapi/sdxxxl | False | False | False | False | False
google/electra-small-generator | True | False | True | False | False
KomeijiForce/bart-large-emojilm | True | False | True | False | False
Rostlab/ProstT5_fp16 | True | False | True | False | False
microsoft/unixcoder-base | True | False | True | False | False
huawei-noah/TinyBERT_General_4L_312D | True | False | True | False | False
togethercomputer/LLaMA-2-7B-32K | True | False | True | False | False
Intel/neural-chat-7b-v3-3 | True | True | True | False | False
mrm8488/t5-base-finetuned-emotion | True | False | True | False | False
Hate-speech-CNERG/tamil-codemixed-abusive-MuRIL | True | False | True | False | False
skt/kogpt2-base-v2 | True | False | True | False | False
soheeyang/rdr-question_encoder-single-nq-base | False | False | False | False | False
mohitsha/tiny-random-testing-bert2gpt2 | True | False | True | False | False
jonatasgrosman/wav2vec2-large-xlsr-53-polish | True | False | True | False | False
microsoft/BioGPT-Large-PubMedQA | True | False | True | False | False
kimwooglae/WebSquareAI-Instruct-KoSOLAR-10.7b-v0.5.34 | True | False | True | False | False
cognitivecomputations/dolphin-2.9.2-Phi-3-Medium | True | False | True | False | False
hfl/chinese-bert-wwm | False | False | False | True | False
internlm/internlm2-base-7b | True | False | True | False | False
ghunkins/prompt-expansion | True | False | True | False | False
dariolopez/roberta-base-bne-finetuned-msmarco-qa-es-mnrl-mn | True | False | True | False | False
51la5/roberta-large-NER | True | False | True | False | False
nvidia/segformer-b2-finetuned-ade-512-512 | True | False | True | False | False
dbmdz/bert-base-italian-uncased | True | False | True | False | False
symanto/sn-xlm-roberta-base-snli-mnli-anli-xnli | True | True | False | False | False
julien-c/dummy-unknown | True | False | True | False | False
stablediffusionapi/sdxxxl-v30-jan24 | False | False | False | False | False
facebook/audiogen-medium | False | False | False | False | False
openclimatefix/pvnet_uk_region | False | False | False | False | False
facebook/wav2vec2-xlsr-53-espeak-cv-ft | True | False | True | False | False
uer/gpt2-distil-chinese-cluecorpussmall | True | False | True | False | False
zhihan1996/DNABERT-S | True | False | True | False | False
KoboldAI/OPT-13B-Erebus | False | False | False | True | False
ckiplab/albert-base-chinese-ws | True | False | True | False | False
liuhaotian/llava-v1.5-13b | True | False | True | False | False
hubertsiuzdak/snac_32khz | True | False | True | False | False
dbmdz/distilbert-base-turkish-cased | True | True | False | False | False
cross-encoder/qnli-distilroberta-base | True | True | False | False | False
TencentARC/InstantMesh | False | False | False | False | False
Salesforce/blip-vqa-capfilt-large | True | False | True | False | False
jhgan/ko-sroberta-nli | True | False | True | False | False
Hello-SimpleAI/chatgpt-detector-roberta | True | False | True | False | False
flaubert/flaubert_base_uncased | True | False | True | False | False
Helsinki-NLP/opus-mt-th-en | True | False | True | False | False
MBZUAI/GLaMM-FullScope | True | False | True | False | False
timm/levit_128.fb_dist_in1k | True | True | False | False | False
Lin-Chen/ShareGPT4V-13B_Pretrained_vit-large336-l12 | True | False | True | False | False
microsoft/unispeech-large-1500h-cv | True | False | True | False | False
yahma/llama-7b-hf | True | False | True | False | False
microsoft/layoutxlm-base | True | False | True | False | False
microsoft/codebert-base-mlm | True | False | True | False | False
WizardLMTeam/WizardLM-70B-V1.0 | True | False | True | False | False
cardiffnlp/tweet-topic-21-multi | True | False | True | False | False
UBC-NLP/MARBERT | True | False | True | False | False
trl-internal-testing/tiny-T5ForConditionalGeneration-correct-vocab | False | False | False | False | True
allegro/herbert-base-cased | True | False | True | False | False
tiiuae/falcon-rw-1b | True | False | True | False | False
facebook/detr-resnet-50-panoptic | True | False | True | False | False
hfl/chinese-roberta-wwm-ext-large | False | False | False | True | False
neuralmind/bert-large-portuguese-cased | True | False | True | False | False
Bagus/wav2vec2-large-xlsr-bahasa-indonesia | True | False | True | False | False
facebook/fasttext-language-identification | False | False | False | False | False
google/t5-v1_1-large | True | False | True | False | False
prometheus-eval/prometheus-13b-v1.0 | True | False | True | False | False
Intel/tvp-base | True | False | True | False | False
Systran/faster-whisper-large-v2 | False | False | False | False | False
Phind/Phind-CodeLlama-34B-v2 | True | False | True | False | False
microsoft/biogpt | True | False | True | False | False
Helsinki-NLP/opus-mt-ja-en | True | False | True | False | False
nlptown/bert-base-multilingual-uncased-sentiment | True | True | True | False | False
cerspense/zeroscope_v2_576w | True | False | True | False | False
facebook/wav2vec2-base | True | False | True | False | False
BridgeTower/bridgetower-base | True | False | True | False | False
urchade/gliner_base | False | False | False | False | False
s-nlp/roberta_toxicity_classifier | False | False | False | False | False
LiheYoung/depth_anything_vits14 | True | False | True | False | False
ckiplab/bert-base-chinese-ws | True | False | True | False | False
nomic-ai/nomic-embed-text-v1-unsupervised | False | False | False | False | False
TrustSafeAI/RADAR-Vicuna-7B | True | False | True | False | False
facebook/bart-large | True | False | True | False | False
jonatasgrosman/wav2vec2-large-xlsr-53-dutch | True | False | True | False | False
amazon/MistralLite | True | False | True | False | False
superb/hubert-base-superb-ks | True | False | True | False | False
ydshieh/vit-gpt2-coco-en | True | False | True | False | False
dunzhang/stella-large-zh-v3-1792d | True | False | True | False | False
google/metricx-23-qe-xl-v2p0 | True | False | True | False | False
lmsys/vicuna-13b-v1.3 | True | False | True | False | False
mtgv/MobileVLM-1.7B | True | False | True | False | False
timm/vit_large_patch14_clip_224.openai | False | False | False | False | False
databricks/dolly-v2-12b | True | False | True | False | False
microsoft/swinv2-large-patch4-window12-192-22k | True | False | True | False | False
upstage/SOLAR-0-70b-16bit | True | False | True | False | False
aurelio-ai/sr-test-vit | True | False | True | False | False
Hate-speech-CNERG/bert-base-uncased-hatexplain | True | False | True | False | False
dmis-lab/biobert-base-cased-v1.2 | False | False | False | False | False
facebook/blenderbot-3B | True | False | True | False | False
qqlabs/llama2_esci_v1 | True | False | True | False | False
THUDM/chatglm2-6b | True | False | True | False | False
Wellcome/WellcomeBertMesh | True | False | True | False | False
UFNLP/gatortronS | True | False | True | False | False
OpenVINO/bert-base-uncased-sst2-unstructured80-int8-ov | False | False | False | False | False
bvanaken/CORe-clinical-outcome-biobert-v1 | True | True | False | False | False
facebook/data2vec-audio-base-960h | True | False | True | False | False
facebook/maskformer-swin-base-ade | True | False | True | False | False
fxmarty/really-tiny-falcon-testing | True | False | True | False | False
princeton-nlp/sup-simcse-bert-base-uncased | True | False | True | False | False
Salesforce/ctrl | True | False | True | False | False
finiteautomata/beto-sentiment-analysis | True | False | True | False | False
Helsinki-NLP/opus-mt-en-vi | True | False | True | False | False
knowledgator/comprehend_it-base | True | False | True | False | False
mpoyraz/wav2vec2-xls-r-300m-cv7-turkish | True | False | True | False | False
llm-book/bert-base-japanese-v3-ner-wikipedia-dataset | True | False | True | False | False
textattack/bert-base-uncased-yelp-polarity | True | False | True | False | False
depth-anything/Depth-Anything-V2-Base | False | False | False | False | False
allenai/scibert_scivocab_cased | False | False | False | False | False
ElnaggarLab/ankh-large | True | False | True | False | False
persiannlp/mt5-small-parsinlu-opus-translation_fa_en | True | False | True | False | False
cyberagent/calm2-7b | True | False | True | False | False
SeanLee97/angle-llama-7b-nli-20231027 | False | False | False | False | False
google/bert_uncased_L-2_H-512_A-8 | True | False | True | False | False
naver/efficient-splade-VI-BT-large-query | True | False | True | False | False
NousResearch/Yarn-Mistral-7b-64k | True | False | True | False | False
hfl/chinese-roberta-wwm-ext | False | False | False | True | False
Intel/dpt-hybrid-midas | True | False | True | False | False
entropy/roberta_zinc_480m | True | True | False | False | False
facebook/convnextv2-atto-1k-224 | True | False | True | False | False
deep-learning-analytics/automatic-title-generation | True | False | True | False | False
microsoft/trocr-large-handwritten | True | False | True | False | False
ckiplab/bert-base-chinese-pos | True | False | True | False | False
DeepPavlov/rubert-base-cased-sentence | True | False | True | False | False
daryl149/llama-2-7b-chat-hf | True | False | True | False | False
snrspeaks/KeyPhraseTransformer | True | False | True | False | False
digit82/kobart-summarization | True | False | True | False | False
facebook/rag-sequence-nq | True | False | True | False | False
hf-tiny-model-private/tiny-random-OPTForCausalLM | True | False | True | False | False
facebook/dpr-ctx_encoder-multiset-base | True | False | True | False | False
Helsinki-NLP/opus-mt-de-nl | True | False | True | False | False
Helsinki-NLP/opus-mt-ar-en | True | False | True | False | False
google/umt5-small | True | False | True | False | False
valhalla/distilbart-mnli-12-6 | True | False | True | False | False
Salesforce/blip-itm-base-coco | True | False | True | False | False
lmsys/vicuna-7b-v1.1 | True | False | True | False | False
AutonLab/MOMENT-1-large | True | True | False | False | False
pedramyazdipoor/persian_xlm_roberta_large | True | False | True | False | False
stablediffusionapi/bracingevomix-v2 | False | False | False | False | False
facebook/opt-2.7b | True | False | True | False | False
Helsinki-NLP/opus-mt-it-en | True | False | True | False | False
Helsinki-NLP/opus-mt-en-ru | True | False | True | False | False
DATEXIS/CORe-clinical-diagnosis-prediction | True | False | True | False | False
cross-encoder/nli-deberta-v3-large | True | True | False | False | False
mkaichristensen/echo-clip | False | False | False | False | False
cardiffnlp/twitter-roberta-base-sentiment | True | False | True | False | False
emilyalsentzer/Bio_ClinicalBERT | True | False | True | False | False
thibaud/controlnet-sd21-depth-diffusers | True | False | True | False | False
FacebookAI/xlm-mlm-en-2048 | True | False | True | False | False
facebook/wav2vec2-large-xlsr-53-spanish | True | False | True | False | False
textattack/bert-base-uncased-rotten-tomatoes | True | False | True | False | False
microsoft/deberta-large | True | False | True | False | False
Helsinki-NLP/opus-mt-de-es | True | False | True | False | False
beomi/KcELECTRA-base-v2022 | True | False | True | False | False
fxmarty/tiny-llama-fast-tokenizer | True | False | True | False | False
pyannote/segmentation | False | False | False | True | False
ahxt/LiteLlama-460M-1T | True | False | True | False | False
timm/vit_base_patch16_clip_224.openai | False | False | False | False | False
facebook/flava-full | True | False | True | False | False
facebook/hf-seamless-m4t-medium | True | False | True | False | False
funnel-transformer/small | True | False | True | False | False
BAAI/bge-small-zh | True | False | True | False | False
declare-lab/tango-full | False | False | False | False | False
prajjwal1/bert-tiny | True | False | True | False | False
google/owlvit-large-patch14 | True | False | True | False | False
AI-Growth-Lab/PatentSBERTa | True | False | True | False | False
gsarti/it5-base-news-summarization | True | False | True | False | False
almanach/camembert-base-legacy | True | True | True | False | False
sgugger/funnel-random-tiny | True | False | True | False | False
obi/deid_bert_i2b2 | True | False | True | False | False
google/mt5-large | True | False | True | False | False
Helsinki-NLP/opus-mt-gmw-gmw | True | False | True | False | False
urchade/gliner_large-v1 | False | False | False | False | False
microsoft/markuplm-base | False | False | False | False | False
laion/CLIP-ViT-B-16-DataComp.XL-s13B-b90K | False | False | False | False | False
timm/levit_256.fb_dist_in1k | True | False | True | False | False
laion/CLIP-convnext_xxlarge-laion2B-s34B-b82K-augreg | False | False | False | False | False
lemon2431/toonify_v20 | False | False | False | False | False
google/bert_uncased_L-4_H-512_A-8 | True | False | True | False | False
state-spaces/mamba-2.8b-slimpj | True | False | True | False | False
hfl/rbt3 | False | False | False | True | False
fxmarty/sam-vit-tiny-random | True | False | True | False | False
ai-forever/ruBert-base | True | False | True | False | False
hw2942/bert-base-chinese-finetuning-financial-news-sentiment-v2 | True | False | True | False | False
cecibas/Midnight-Miqu-70B-v1.5-4bit | True | False | True | False | False
indobenchmark/indobert-base-p2 | True | False | True | False | False
internlm/internlm-xcomposer2d5-clip | True | False | True | False | False
jonatasgrosman/wav2vec2-large-xlsr-53-chinese-zh-cn | True | False | True | False | False
myshell-ai/MeloTTS-Spanish | False | False | False | False | False
deepseek-ai/deepseek-math-7b-base | True | False | True | False | False
anton-l/wav2vec2-large-xlsr-53-romanian | True | False | True | False | False
yoshitomo-matsubara/bert-large-uncased-qqp | True | True | False | False | False
Salesforce/codet5p-110m-embedding | True | False | True | False | False
vinai/bertweet-base | True | False | True | False | False
studio-ousia/luke-japanese-large | True | False | True | False | False
LondonStory/txlm-roberta-hindi-sentiment | True | False | True | False | False
tiiuae/falcon-40b | True | True | False | False | False
facebook/hubert-large-ll60k | True | False | True | False | False
Norm/ERNIE-Layout-Pytorch | True | False | True | False | False
depth-anything/Depth-Anything-V2-Small | False | False | False | False | False
apple/mobilevitv2-1.0-imagenet1k-256 | True | False | True | False | False
radlab/polish-cross-encoder | True | True | False | False | False
FremyCompany/BioLORD-2023-C | True | True | False | False | False
jonatasgrosman/wav2vec2-xls-r-1b-portuguese | True | False | True | False | False
kykim/bert-kor-base | True | False | True | False | False
facebook/deit-base-distilled-patch16-224 | True | False | True | False | False
peft-internal-testing/tiny_OPTForQuestionAnswering-lora | False | False | False | False | False
